"","x"
"3319","cg07855486"
"3320","cg20849935"
"3321","cg00391030"
"3322","cg11153891"
"3323","cg18578876"
"3324","cg10012448"
"3325","cg20374041"
"3326","cg10136077"
"3327","cg12218732"
"3328","cg14468513"
"3329","cg03458763"
"3330","cg02989828"
"3331","cg14467464"
"3332","cg08546805"
"3333","cg17757778"
"3334","cg09657744"
"3335","cg22730048"
"3336","ch.11.13809260R"
"3337","cg20413331"
"3338","cg05564657"
"3339","cg03376871"
"3340","cg22427401"
"3341","cg09592456"
"3342","cg17632096"
"3343","cg20120631"
"3344","cg22489198"
"3345","cg08353090"
"3346","cg24072202"
"3347","cg09694336"
"3348","cg25171798"
"3349","ch.10.96354720R"
"3350","cg07064537"
"3351","cg14565914"
"3352","cg10780313"
"3353","cg21548955"
"3354","cg18643563"
"3355","cg25623347"
"3356","cg03402443"
"3357","cg18021100"
"3358","cg02272668"
"3359","cg23463205"
"3360","cg10718395"
"3361","cg13483099"
"3362","cg07660811"
"3363","cg03125787"
"3364","cg02072104"
"3365","ch.15.1787851R"
"3366","cg08506303"
"3367","cg10241552"
"3368","cg14523405"
"3369","cg17778453"
"3370","cg26489638"
"3371","cg00506056"
"3372","cg27243686"
"3373","cg03373960"
"3374","cg08066384"
"3375","cg27185511"
"3376","cg08917933"
"3377","cg07628178"
"3378","cg06255741"
"3379","cg22212314"
"3380","cg01635128"
"3381","cg00463949"
"3382","cg07555343"
"3383","cg19856263"
"3384","cg01790530"
"3385","ch.2.121457425R"
"3386","cg07754407"
"3387","cg18144742"
"3388","cg11518507"
"3389","cg25382687"
"3390","cg21930968"
"3391","cg00121148"
"3392","cg23090607"
"3393","ch.7.794895F"
"3394","cg27550060"
"3395","cg06688642"
"3396","cg23367683"
"3397","cg14749368"
"3398","cg20541233"
"3399","cg23316923"
"3400","cg23044564"
"3401","cg26068180"
"3402","cg20826709"
"3403","cg16143569"
"3404","cg14405773"
"3405","cg22847221"
"3406","cg23117592"
"3407","cg26680765"
"3408","cg19928997"
"3409","cg09157431"
"3410","cg09451549"
"3411","cg08340716"
"3412","cg26220089"
"3413","cg04352959"
"3414","cg20004634"
"3415","ch.1.228777R"
"3416","cg10141075"
"3417","cg23350558"
"3418","cg12086421"
"3419","cg14773441"
"3420","cg16518825"
"3421","cg08430598"
"3422","cg21412054"
"3423","cg22478179"
"3424","cg12390237"
"3425","cg08270539"
"3426","cg13748041"
"3427","cg18458116"
"3428","cg23294208"
"3429","cg18347921"
"3430","cg18559697"
"3431","cg08339324"
"3432","cg24789299"
"3433","cg09124369"
"3434","cg20326936"
"3435","cg23948443"
"3436","cg24026732"
"3437","cg24122991"
"3438","cg10321714"
"3439","cg05064683"
"3440","cg05951425"
"3441","cg04153595"
"3442","cg18025447"
"3443","cg18263841"
"3444","cg05236297"
"3445","cg19440928"
"3446","cg24281267"
"3447","cg16279237"
"3448","cg20668952"
"3449","cg09013953"
"3450","cg25223191"
"3451","cg00570906"
"3452","cg13892295"
"3453","cg16986499"
"3454","cg25492985"
"3455","cg01101177"
"3456","cg14452322"
"3457","cg26728830"
"3458","cg04059461"
"3459","cg12171221"
"3460","cg17770035"
"3461","cg17905708"
"3462","cg14054990"
"3463","cg02737321"
"3464","cg14728864"
"3465","cg18567941"
"3466","cg19402413"
"3467","cg19884223"
"3468","cg20574650"
"3469","cg07962358"
"3470","cg01902355"
"3471","cg26852750"
"3472","cg15208247"
"3473","cg24848467"
"3474","cg00256928"
"3475","cg19831313"
"3476","cg09639264"
"3477","cg11391305"
"3478","cg07005246"
"3479","cg14576258"
"3480","cg04874292"
"3481","cg08981669"
"3482","cg18328168"
"3483","cg04674508"
"3484","cg26417554"
"3485","cg11413496"
"3486","cg08833546"
"3487","cg12655781"
"3488","cg06739680"
"3489","cg06672958"
"3490","cg21520684"
"3491","cg18132262"
"3492","cg24375591"
"3493","cg11920243"
"3494","cg02074191"
"3495","cg10808710"
"3496","cg00162191"
"3497","cg09777776"
"3498","cg27276613"
"3499","cg11640979"
"3500","cg04470497"
"3501","cg25814795"
"3502","cg21912645"
"3503","cg03928133"
"3504","cg18050722"
"3505","cg06739534"
"3506","cg06877200"
"3507","cg19677720"
"3508","cg08782688"
"3509","cg13421753"
"3510","cg26675410"
"3511","cg24057255"
"3512","cg07055311"
"3513","cg04036777"
"3514","cg03349905"
"3515","cg19055390"
"3516","cg05530592"
"3517","cg11134322"
"3518","cg20972142"
"3519","cg07075118"
"3520","cg16246836"
"3521","cg07306259"
"3522","cg20860406"
"3523","cg06005098"
"3524","cg10110271"
"3525","cg11553721"
"3526","cg00902763"
"3527","cg26827852"
"3528","cg12539711"
"3529","cg13443938"
"3530","cg14227125"
"3531","cg19956449"
"3532","cg25154733"
"3533","cg03002774"
"3534","cg14407666"
"3535","cg04430529"
"3536","cg00965971"
"3537","cg11387248"
"3538","cg13794529"
"3539","cg03474903"
"3540","cg05499012"
"3541","cg21228284"
"3542","cg23692620"
"3543","cg20952364"
"3544","cg00699831"
"3545","cg04096697"
"3546","cg19694460"
"3547","cg21140633"
"3548","cg13420408"
"3549","cg19950846"
"3550","cg26305042"
"3551","cg02755956"
"3552","cg15633618"
"3553","cg15424856"
"3554","ch.6.3333851R"
"3555","cg23131131"
"3556","ch.4.3354065F"
"3557","cg14244963"
"3558","cg03644750"
"3559","cg16418793"
"3560","cg04260057"
"3561","cg12470551"
"3562","cg03455746"
"3563","cg24023157"
"3564","cg24704015"
"3565","cg19114214"
"3566","cg09994022"
"3567","cg08699512"
"3568","cg03130936"
"3569","cg15990679"
"3570","ch.3.948191R"
"3571","ch.14.782543R"
"3572","cg15919816"
"3573","cg24863569"
"3574","cg01273613"
"3575","cg06759944"
"3576","cg00116558"
"3577","cg02050202"
"3578","cg12565055"
"3579","cg17256240"
"3580","cg00365004"
"3581","cg13301601"
"3582","cg04998674"
"3583","cg18824840"
"3584","cg07172905"
"3585","cg03046239"
"3586","cg12941261"
"3587","cg03874720"
"3588","cg01409793"
"3589","cg24159721"
"3590","cg09357750"
"3591","cg10936233"
"3592","cg00854392"
"3593","cg12444081"
"3594","ch.7.2635062R"
"3595","cg11780005"
"3596","cg25138053"
"3597","cg21194765"
"3598","cg00481227"
"3599","cg00381054"
"3600","cg20163113"
"3601","cg04427469"
"3602","cg12360690"
"3603","cg23221431"
"3604","cg09301932"
"3605","cg16856342"
"3606","cg14283475"
"3607","cg04922361"
"3608","cg14229433"
"3609","cg26233230"
"3610","cg23100370"
"3611","cg16511983"
"3612","cg14782543"
"3613","cg10134307"
"3614","cg07427867"
"3615","cg08160317"
"3616","cg19389077"
"3617","cg10528201"
"3618","cg10503283"
"3619","cg26792398"
"3620","cg02450785"
"3621","cg08664412"
"3622","cg12595460"
"3623","cg20676760"
"3624","cg07774906"
"3625","cg24849108"
"3626","cg03252697"
"3627","cg15750303"
"3628","cg14525860"
"3629","cg12159836"
"3630","cg14518261"
"3631","cg10585733"
"3632","cg03986722"
"3633","cg06270737"
"3634","cg05831907"
"3635","cg10609677"
"3636","cg17396797"
"3637","cg19371555"
"3638","cg25604819"
"3639","cg05742993"
"3640","cg23911417"
"3641","cg09880012"
"3642","cg23059868"
"3643","cg13076757"
"3644","cg15015397"
"3645","cg16754967"
"3646","ch.7.2535718F"
"3647","cg01426208"
"3648","cg21856435"
"3649","cg07645858"
"3650","cg04158589"
"3651","cg13278448"
"3652","cg12380458"
"3653","cg10424892"
"3654","cg15922080"
"3655","ch.14.50884044F"
"3656","cg07520860"
"3657","cg08789970"
"3658","cg13758932"
"3659","cg07226718"
"3660","cg07093617"
"3661","cg20249252"
"3662","cg18058994"
"3663","cg03983808"
"3664","cg23477241"
"3665","cg13206363"
"3666","cg23589419"
"3667","cg11654562"
"3668","cg07100658"
"3669","cg19147499"
"3670","cg24011405"
"3671","cg06599575"
"3672","cg15449560"
"3673","cg17821649"
"3674","cg27385734"
"3675","cg05044764"
"3676","cg26879116"
"3677","cg09310891"
"3678","cg18449136"
"3679","cg20902850"
"3680","cg27032456"
"3681","cg06924880"
"3682","cg17266238"
"3683","cg04272052"
"3684","cg10130537"
"3685","cg21404933"
"3686","cg25431319"
"3687","cg10629793"
"3688","cg21404935"
"3689","cg06562727"
"3690","cg05980726"
"3691","cg16556679"
"3692","cg26781886"
"3693","cg00910676"
"3694","cg15770862"
"3695","cg27591407"
"3696","cg25217347"
"3697","cg05666526"
"3698","cg24413918"
"3699","cg27246933"
"3700","cg02352633"
"3701","cg19411989"
"3702","cg04682458"
"3703","cg01719994"
"3704","cg07056506"
"3705","cg02458910"
"3706","cg00083652"
"3707","cg17781925"
"3708","cg14360421"
"3709","cg18121163"
"3710","cg26506779"
"3711","cg25187967"
"3712","cg04481096"
"3713","cg03564865"
"3714","cg09133154"
"3715","cg11836119"
"3716","ch.9.1921717R"
"3717","cg17284137"
"3718","cg06256856"
"3719","cg11686427"
"3720","cg08637714"
"3721","cg02739850"
"3722","cg21840672"
"3723","cg02012712"
"3724","cg17826375"
"3725","cg23243012"
"3726","cg20486417"
"3727","cg16838729"
"3728","cg24671810"
"3729","cg16138458"
"3730","cg11673920"
"3731","cg00693222"
"3732","cg23760574"
"3733","cg05779559"
"3734","cg06632694"
"3735","cg24073060"
"3736","ch.20.752957R"
"3737","cg26781224"
"3738","cg18593660"
"3739","cg00455883"
"3740","cg08351017"
"3741","cg05283804"
"3742","cg06660652"
"3743","cg10382945"
"3744","cg15933514"
"3745","cg22529668"
"3746","cg21177112"
"3747","cg27547695"
"3748","cg03827298"
"3749","cg01685521"
"3750","cg19574017"
"3751","cg25787499"
"3752","ch.15.1197129R"
"3753","cg24654228"
"3754","cg13000219"
"3755","cg14963884"
"3756","cg26748477"
"3757","cg20377999"
"3758","cg09406846"
"3759","cg12156272"
"3760","cg26734167"
"3761","cg15371418"
"3762","cg08894153"
"3763","cg17599831"
"3764","cg20148511"
"3765","cg07870039"
"3766","cg03603114"
"3767","cg16191050"
"3768","cg17696376"
"3769","cg03353000"
"3770","cg01785719"
"3771","cg00089100"
"3772","cg13587495"
"3773","cg04707255"
"3774","cg11711062"
"3775","cg21282669"
"3776","cg20313798"
"3777","cg03103952"
"3778","cg00747739"
"3779","cg07736705"
"3780","cg09460082"
"3781","cg01718222"
"3782","cg07315755"
"3783","cg12513616"
"3784","cg02102490"
"3785","cg25512179"
"3786","cg25387410"
"3787","cg20778411"
"3788","cg13386839"
"3789","cg02360199"
"3790","cg03772227"
"3791","cg06259083"
"3792","cg13230077"
"3793","cg01199647"
"3794","cg23220420"
"3795","cg24397936"
"3796","cg23543785"
"3797","cg06531702"
"3798","cg25542559"
"3799","cg06408926"
"3800","cg17883371"
"3801","cg06038247"
"3802","cg12880003"
"3803","cg09998941"
"3804","cg09118247"
"3805","cg14043816"
"3806","cg14880282"
"3807","ch.4.37949012R"
"3808","cg22117582"
"3809","cg01052200"
"3810","cg04498159"
"3811","ch.14.68209562R"
"3812","cg15616641"
"3813","cg18609891"
"3814","cg19236645"
"3815","cg19231697"
"3816","cg05227111"
"3817","cg08449090"
"3818","ch.10.109266902R"
"3819","cg20521389"
"3820","cg15818208"
"3821","cg22865700"
"3822","cg00379799"
"3823","cg02848777"
"3824","cg09910067"
"3825","cg13710086"
"3826","cg24762029"
"3827","cg05755017"
"3828","cg14500258"
"3829","cg23051632"
"3830","cg01719179"
"3831","cg14597280"
"3832","cg13180974"
"3833","cg10677688"
"3834","cg27209964"
"3835","cg01516809"
"3836","cg19916100"
"3837","cg05306735"
"3838","cg04377849"
"3839","cg25844133"
"3840","cg22609722"
"3841","cg24372808"
"3842","cg20542592"
"3843","cg07618048"
"3844","cg10315962"
"3845","cg26218753"
"3846","cg18609230"
"3847","cg13379544"
"3848","cg10154826"
"3849","cg09924173"
"3850","cg03320607"
"3851","cg11296782"
"3852","cg11190240"
"3853","ch.4.91104449F"
"3854","cg21491365"
"3855","cg07223534"
"3856","cg10059171"
"3857","cg22603092"
"3858","cg06523744"
"3859","cg11791350"
"3860","cg03635171"
"3861","cg08160057"
"3862","ch.20.437154R"
"3863","cg05029625"
"3864","cg03887724"
"3865","cg17261040"
"3866","cg15815206"
"3867","cg06688875"
"3868","cg11525120"
"3869","cg09559097"
"3870","cg08391356"
"3871","cg15790214"
"3872","cg12216318"
"3873","cg14067716"
"3874","cg08478053"
"3875","cg26435502"
"3876","cg02096396"
"3877","cg22009239"
"3878","cg10781942"
"3879","cg09860935"
"3880","cg16153388"
"3881","cg13149281"
"3882","cg03772020"
"3883","cg13494827"
"3884","cg13757172"
"3885","cg15690985"
"3886","cg22869804"
"3887","ch.2.42814419F"
"3888","cg24857958"
"3889","cg09219986"
"3890","cg27434863"
"3891","cg00313185"
"3892","cg13467135"
"3893","cg20806085"
"3894","cg27446302"
"3895","cg10919889"
"3896","cg07915574"
"3897","cg05882426"
"3898","cg25083874"
"3899","cg22731215"
"3900","cg06673840"
"3901","cg18594464"
"3902","cg26342734"
"3903","cg08571287"
"3904","ch.19.848927R"
"3905","cg00646244"
"3906","cg16910908"
"3907","cg12858542"
"3908","cg15378492"
"3909","cg26565660"
"3910","cg13874644"
"3911","cg09516898"
"3912","cg23397427"
"3913","cg03328961"
"3914","cg04560741"
"3915","cg01973587"
"3916","cg24990022"
"3917","cg26561570"
"3918","cg06151505"
"3919","cg16094107"
"3920","cg06379478"
"3921","cg16803232"
"3922","cg08914356"
"3923","cg03851975"
"3924","cg24921912"
"3925","cg08293468"
"3926","cg06639073"
"3927","cg18088712"
"3928","ch.15.38937523R"
"3929","cg27664268"
"3930","cg04241858"
"3931","cg19636411"
"3932","cg24933755"
"3933","cg05297066"
"3934","cg27317265"
"3935","cg03128614"
"3936","cg03712837"
"3937","cg07757887"
"3938","cg07757885"
"3939","cg15247483"
"3940","cg08506401"
"3941","cg25980504"
"3942","cg17177528"
"3943","cg08464900"
"3944","cg22225307"
"3945","cg12078510"
"3946","cg22714517"
"3947","cg23303070"
"3948","cg27402713"
"3949","ch.3.1040445R"
"3950","cg14452549"
"3951","cg02605501"
"3952","cg15423197"
"3953","ch.16.82520294R"
"3954","cg09149459"
"3955","cg11299334"
"3956","cg23191009"
"3957","cg23448850"
"3958","cg04220230"
"3959","cg25767896"
"3960","cg10885471"
"3961","cg06209217"
"3962","cg08903970"
"3963","cg04099436"
"3964","cg26835520"
"3965","cg10883735"
"3966","cg08190125"
"3967","cg25456633"
"3968","ch.8.2579072R"
"3969","cg01491466"
"3970","cg00546078"
"3971","cg25469252"
"3972","cg19506407"
"3973","cg24824734"
"3974","cg00034468"
"3975","cg05867387"
"3976","cg12421097"
"3977","cg13444135"
"3978","cg03014011"
"3979","cg12394879"
"3980","cg00473045"
"3981","cg12795731"
"3982","ch.6.467964R"
"3983","cg22317184"
"3984","cg11522201"
"3985","cg15276331"
"3986","cg16902425"
"3987","ch.4.1463482R"
"3988","cg10270785"
"3989","cg25993111"
"3990","cg24824082"
"3991","cg13821978"
"3992","cg12815355"
"3993","cg04781587"
"3994","cg04781584"
"3995","ch.5.71339689R"
"3996","cg11349761"
"3997","cg17833703"
"3998","cg25074461"
"3999","cg11345438"
"4000","cg09649382"
"4001","cg07879897"
"4002","cg17202706"
"4003","cg22857324"
"4004","cg04269879"
"4005","cg13974790"
"4006","cg15652204"
"4007","cg11537828"
"4008","cg00004121"
"4009","cg05645557"
"4010","cg20081432"
"4011","ch.5.23861193F"
"4012","cg04899153"
"4013","cg14966941"
"4014","cg00755505"
"4015","ch.16.50203861R"
"4016","cg09684147"
"4017","cg01755807"
"4018","cg07621660"
"4019","cg05195085"
"4020","cg03000942"
"4021","cg01555263"
"4022","cg07688922"
"4023","cg03554660"
"4024","cg27018005"
"4025","cg08180624"
"4026","cg17217421"
"4027","cg18323846"
"4028","cg08735636"
"4029","cg26530502"
"4030","cg01559776"
"4031","cg14576802"
"4032","cg11204664"
"4033","cg11488350"
"4034","cg02803047"
"4035","cg25542053"
"4036","cg08075740"
"4037","cg14801692"
"4038","cg09090017"
"4039","cg16839655"
"4040","cg01946042"
"4041","cg05179125"
"4042","cg01776221"
"4043","cg18157275"
"4044","cg05056300"
"4045","cg15421606"
"4046","cg13008331"
"4047","ch.8.2335308R"
"4048","cg14776016"
"4049","cg06131149"
"4050","cg05250874"
"4051","cg05089903"
"4052","cg25141418"
"4053","cg03085932"
"4054","cg10165710"
"4055","cg13095991"
"4056","cg16730596"
"4057","cg27214365"
"4058","cg02694732"
"4059","cg22318821"
"4060","cg01333028"
"4061","cg08659785"
"4062","ch.4.128214674R"
"4063","ch.10.80205838R"
"4064","cg02694988"
"4065","cg16731428"
"4066","cg14183176"
"4067","cg22276528"
"4068","cg21931864"
"4069","cg23176663"
"4070","cg00952292"
"4071","cg01597784"
"4072","cg11263997"
"4073","cg06791415"
"4074","ch.3.72608909F"
"4075","cg08372051"
"4076","cg16003829"
"4077","cg24337318"
"4078","cg15877124"
"4079","cg03982998"
"4080","cg18660980"
"4081","cg27185684"
"4082","cg23369647"
"4083","cg21503330"
"4084","cg12970742"
"4085","cg18528124"
"4086","cg03215535"
"4087","cg08588744"
"4088","cg06793307"
"4089","cg01796929"
"4090","cg08669718"
"4091","cg06542686"
"4092","cg06745229"
"4093","cg08109568"
"4094","cg18622413"
"4095","cg06937593"
"4096","cg06044794"
"4097","cg06750294"
"4098","cg06413976"
"4099","ch.12.2579909R"
"4100","cg01759835"
"4101","cg03317430"
"4102","cg08523444"
"4103","cg07136949"
"4104","cg17680558"
"4105","cg07961098"
"4106","cg06586813"
"4107","cg27253757"
"4108","cg26113972"
"4109","cg20667960"
"4110","cg04502407"
"4111","cg17320440"
"4112","cg09303715"
"4113","cg13057506"
"4114","cg15405084"
"4115","cg21209629"
"4116","cg04086442"
"4117","cg21141026"
"4118","cg14313932"
"4119","cg16905199"
"4120","cg12838194"
"4121","cg16511392"
"4122","cg24530271"
"4123","cg05055827"
"4124","cg20119106"
"4125","cg20630363"
"4126","cg13826718"
"4127","cg09674998"
"4128","cg25097567"
"4129","cg13385794"
"4130","cg09978626"
"4131","cg18431655"
"4132","cg01169521"
"4133","cg00276214"
"4134","ch.3.81030298R"
"4135","cg09226900"
"4136","cg15451735"
"4137","cg10161423"
"4138","cg22108680"
"4139","cg21579578"
"4140","cg17016136"
"4141","cg26590664"
"4142","cg09174741"
"4143","cg22064129"
"4144","cg06477464"
"4145","cg04964733"
"4146","cg02055547"
"4147","cg27477067"
"4148","cg07387335"
"4149","cg19672384"
"4150","cg06831182"
"4151","cg26200001"
"4152","cg09281626"
"4153","cg13487422"
"4154","cg25398408"
"4155","cg06739866"
"4156","cg06336871"
"4157","cg10795119"
"4158","cg16187919"
"4159","cg00112042"
"4160","cg19619036"
"4161","cg14430151"
"4162","cg22666828"
"4163","cg11009520"
"4164","cg10044516"
"4165","cg18128921"
"4166","cg04993414"
"4167","cg02093833"
"4168","cg00111532"
"4169","cg02951766"
"4170","cg16891165"
"4171","cg04054982"
"4172","cg01313313"
"4173","cg07392307"
"4174","cg16420200"
"4175","cg11532182"
"4176","cg18474718"
"4177","cg02668655"
"4178","cg21211551"
"4179","cg15832905"
"4180","cg07761386"
"4181","cg04678715"
"4182","cg12794109"
"4183","ch.9.1518492F"
"4184","cg23530972"
"4185","cg03342862"
"4186","cg08644058"
"4187","cg25894123"
"4188","cg22611057"
"4189","ch.2.1424431R"
"4190","cg05883299"
"4191","cg26465581"
"4192","cg13150358"
"4193","cg12405121"
"4194","cg08673142"
"4195","cg12321669"
"4196","cg14272381"
"4197","cg19898828"
"4198","cg19603836"
"4199","ch.8.140049216F"
"4200","cg21853296"
"4201","cg17477164"
"4202","cg24704603"
"4203","cg12357396"
"4204","cg25294910"
"4205","cg24338076"
"4206","cg17693013"
"4207","cg18238531"
"4208","cg05842036"
"4209","cg24802244"
"4210","cg20367170"
"4211","cg26246289"
"4212","cg03255847"
"4213","cg06815704"
"4214","cg08170119"
"4215","cg01492146"
"4216","cg03291865"
"4217","cg17346866"
"4218","cg24003649"
"4219","cg11380503"
"4220","cg06624418"
"4221","cg02526508"
"4222","cg03736928"
"4223","cg09073838"
"4224","cg21929784"
"4225","cg08521777"
"4226","cg02745398"
"4227","cg03400583"
"4228","cg19303076"
"4229","cg13089318"
"4230","cg27049388"
"4231","cg23090671"
"4232","ch.10.907315R"
"4233","cg07591519"
"4234","cg20813927"
"4235","cg14112449"
"4236","ch.2.184672693R"
"4237","cg26931872"
"4238","cg02387612"
"4239","cg19493323"
"4240","cg05321683"
"4241","cg04828041"
"4242","cg13003329"
"4243","cg23817555"
"4244","cg18360585"
"4245","cg17795265"
"4246","cg25179963"
"4247","cg21387117"
"4248","cg20602914"
"4249","cg06713999"
"4250","cg23961091"
"4251","cg10060903"
"4252","cg04816348"
"4253","cg17446264"
"4254","cg05900045"
"4255","cg01990184"
"4256","cg07672631"
"4257","cg26017091"
"4258","cg20980303"
"4259","cg24687055"
"4260","cg18067163"
"4261","ch.12.105153690R"
"4262","cg19039841"
"4263","cg26068292"
"4264","cg19144531"
"4265","cg04694239"
"4266","cg19757526"
"4267","ch.2.88242814R"
"4268","cg03282085"
"4269","cg07955741"
"4270","cg12631085"
"4271","cg17193436"
"4272","cg01813209"
"4273","cg01534765"
"4274","cg26022684"
"4275","cg11019629"
"4276","cg12312863"
"4277","cg07211972"
"4278","cg07822613"
"4279","cg01405582"
"4280","cg04967610"
"4281","cg01008097"
"4282","cg09131332"
"4283","cg13061403"
"4284","cg20646500"
"4285","cg24759859"
"4286","cg26587014"
"4287","cg19069283"
"4288","cg07154063"
"4289","cg15373590"
"4290","cg17309289"
"4291","cg11712473"
"4292","cg00975854"
"4293","cg10388667"
"4294","cg10567975"
"4295","cg06532064"
"4296","cg10584563"
"4297","cg27046492"
"4298","cg07779179"
"4299","cg07429581"
"4300","cg03729035"
"4301","cg08973839"
"4302","cg02478118"
"4303","cg17585025"
"4304","cg24351819"
"4305","cg24034957"
"4306","cg07589235"
"4307","cg16611234"
"4308","cg19204924"
"4309","cg14691596"
"4310","cg14958635"
"4311","cg19035031"
"4312","cg12155443"
"4313","cg25156528"
"4314","cg04248439"
"4315","cg08918057"
"4316","cg09123455"
"4317","cg14812046"
"4318","cg14188811"
"4319","cg12038521"
"4320","cg11616547"
"4321","cg03355286"
"4322","cg01638829"
"4323","cg22842932"
"4324","cg12673840"
"4325","cg21330577"
"4326","cg04706400"
"4327","cg20892743"
"4328","cg04282497"
"4329","cg08627942"
"4330","cg04143805"
"4331","cg14678021"
"4332","cg08449975"
"4333","cg01473840"
"4334","cg02743252"
"4335","cg01901867"
"4336","cg02432101"
"4337","cg16626670"
"4338","cg21794066"
"4339","cg22017654"
"4340","cg07570075"
"4341","cg13366801"
"4342","cg05231834"
"4343","cg20305595"
"4344","cg14330713"
"4345","cg16919567"
"4346","cg08541920"
"4347","cg04588248"
"4348","cg07240877"
"4349","cg03052080"
"4350","cg24376286"
"4351","cg07240873"
"4352","cg14849469"
"4353","cg05040360"
"4354","cg13552272"
"4355","cg27367469"
"4356","cg17286435"
"4357","cg06632086"
"4358","cg00711274"
"4359","cg25133212"
"4360","cg04529486"
"4361","cg16775198"
"4362","cg13873902"
"4363","cg21042477"
"4364","cg07929264"
"4365","cg20142213"
"4366","cg04661002"
"4367","cg11815570"
"4368","cg00941419"
"4369","cg25227335"
"4370","cg17215172"
"4371","cg21950609"
"4372","cg17204652"
"4373","cg23313274"
"4374","cg20867475"
"4375","cg01651715"
"4376","cg06964738"
"4377","cg03962558"
"4378","cg06641336"
"4379","cg16570294"
"4380","cg11419064"
"4381","cg09141697"
"4382","cg11973623"
"4383","cg15562212"
"4384","cg09571603"
"4385","cg10288214"
"4386","cg22852134"
"4387","cg07783291"
"4388","cg10435021"
"4389","cg14261863"
"4390","cg00171634"
"4391","cg26257163"
"4392","cg15376677"
"4393","cg04215883"
"4394","cg26811976"
"4395","cg20008332"
"4396","cg25932299"
"4397","cg08159491"
"4398","cg05979517"
"4399","cg11861579"
"4400","cg23750729"
"4401","cg18962702"
"4402","cg15396204"
"4403","cg25975818"
"4404","cg02707222"
"4405","cg25370836"
"4406","cg11915671"
"4407","cg17978293"
"4408","cg21932466"
"4409","cg05869126"
"4410","cg21792018"
"4411","cg10431365"
"4412","cg17005446"
"4413","cg22234780"
"4414","cg21227085"
"4415","cg13838861"
"4416","cg24531568"
"4417","cg13042462"
"4418","cg20520888"
"4419","cg18640302"
"4420","cg00634606"
"4421","cg24160823"
"4422","cg18142265"
"4423","cg09550097"
"4424","cg22998206"
"4425","cg00339687"
"4426","cg19513514"
"4427","cg23836413"
"4428","cg10761372"
"4429","cg00093794"
"4430","cg16294559"
"4431","cg07222058"
"4432","cg14764876"
"4433","cg03259243"
"4434","cg16081388"
"4435","cg22684570"
"4436","cg19420465"
"4437","cg26058021"
"4438","cg09445363"
"4439","cg12424965"
"4440","cg23881962"
"4441","ch.13.914371F"
"4442","ch.17.53379803R"
"4443","cg01200893"
"4444","cg18463049"
"4445","cg22211749"
"4446","cg25868793"
"4447","cg18250340"
"4448","cg13518529"
"4449","cg15114013"
"4450","cg05224524"
"4451","cg00733315"
"4452","ch.5.3165702R"
"4453","cg10836258"
"4454","cg24948492"
"4455","cg15716479"
"4456","cg02250787"
"4457","cg06865839"
"4458","cg13453711"
"4459","cg20125028"
"4460","cg01006648"
"4461","cg05572584"
"4462","cg03195031"
"4463","ch.10.5571894F"
"4464","cg17857642"
"4465","cg19449172"
"4466","ch.8.2442961R"
"4467","cg02176326"
"4468","cg14650244"
"4469","ch.8.31295111R"
"4470","cg15540558"
"4471","cg21807253"
"4472","cg24324738"
"4473","cg03731473"
"4474","cg20613639"
"4475","cg14447152"
"4476","ch.2.2613291R"
"4477","cg03634073"
"4478","cg22216431"
"4479","cg21312281"
"4480","cg07656304"
"4481","ch.3.3303606F"
"4482","cg22269622"
"4483","cg15054288"
"4484","cg19896591"
"4485","cg09165554"
"4486","cg11244051"
"4487","cg18668327"
"4488","cg23345951"
"4489","ch.9.84366407R"
"4490","cg02002247"
"4491","cg13826264"
"4492","cg20059197"
"4493","cg01136750"
"4494","cg12847185"
"4495","cg02403412"
"4496","cg19873111"
"4497","cg14768765"
"4498","cg13495928"
"4499","cg03977822"
"4500","cg10215079"
"4501","cg01675955"
"4502","cg15012580"
"4503","cg14517340"
"4504","cg14209165"
"4505","cg24545908"
"4506","ch.9.107006705R"
"4507","cg09266924"
"4508","cg22481882"
"4509","cg14603040"
"4510","cg08567947"
"4511","cg07547859"
"4512","cg22851514"
"4513","cg13273236"
"4514","cg08455548"
"4515","cg12073537"
"4516","cg05262218"
"4517","cg02080152"
"4518","cg21752357"
"4519","cg01880913"
"4520","cg07523833"
"4521","cg18358588"
"4522","cg26988585"
"4523","cg02739407"
"4524","cg21071940"
"4525","cg03335386"
"4526","cg25468005"
"4527","cg24769263"
"4528","cg12368066"
"4529","cg22193393"
"4530","cg00091552"
"4531","cg25893857"
"4532","ch.13.22912778R"
"4533","cg18356634"
"4534","cg22581364"
"4535","cg13660670"
"4536","cg27333977"
"4537","cg00761529"
"4538","cg03466066"
"4539","cg26064481"
"4540","cg01232206"
"4541","cg06139918"
"4542","cg06597038"
"4543","cg19504308"
"4544","cg13918328"
"4545","cg04735481"
"4546","cg07523784"
"4547","cg16147305"
"4548","cg05886469"
"4549","ch.8.2343166R"
"4550","cg24198059"
"4551","cg10509005"
"4552","cg04016144"
"4553","cg17950186"
"4554","cg09193791"
"4555","cg13338133"
"4556","cg26022257"
"4557","cg10241247"
"4558","cg00654159"
"4559","cg06613840"
"4560","cg14238120"
"4561","cg19741173"
"4562","cg07519638"
"4563","cg05165445"
"4564","cg09826692"
"4565","cg16696019"
"4566","cg00396991"
"4567","cg26916109"
"4568","cg10751385"
"4569","cg09927198"
"4570","cg24241281"
